-3.118179873E-02,-2.66172E-02
-3.118179623E-02,-2.63536E-02
-3.118179373E-02,-2.63536E-02
-3.118179123E-02,-2.60901E-02
-3.118178873E-02,-2.55630E-02
-3.118178623E-02,-2.45089E-02
-3.118178373E-02,-2.29277E-02
-3.118178123E-02,-2.13464E-02
-3.118177873E-02,-1.92382E-02
-3.118177623E-02,-1.63393E-02
-3.118177373E-02,-1.42310E-02
-3.118177123E-02,-1.13321E-02
-3.118176873E-02,-9.2238E-03
-3.118176623E-02,-7.6426E-03
-3.118176373E-02,-6.5884E-03
-3.118176123E-02,-5.5343E-03
-3.118175873E-02,-6.5884E-03
-3.118175623E-02,-7.1155E-03
-3.118175373E-02,-9.2238E-03
-3.118175123E-02,-1.10685E-02
-3.118174873E-02,-1.29133E-02
-3.118174623E-02,-1.58122E-02
-3.118174373E-02,-1.79205E-02
-3.118174123E-02,-1.95017E-02
-3.118173873E-02,-2.10829E-02
-3.118173623E-02,-2.10829E-02
-3.118173373E-02,-2.05558E-02
-3.118173123E-02,-1.89746E-02
-3.118172873E-02,-1.66028E-02
-3.118172623E-02,-1.34404E-02
-3.118172373E-02,-1.00144E-02
-3.118172123E-02,-6.3249E-03
-3.118171873E-02,-3.4260E-03
-3.118171623E-02,-5.271E-04
-3.118171373E-02,1.5812E-03
-3.118171123E-02,3.4260E-03
-3.118170873E-02,3.9530E-03
-3.118170623E-02,3.9530E-03
-3.118170373E-02,3.4260E-03
-3.118170123E-02,2.8989E-03
-3.118169873E-02,1.8448E-03
-3.118169623E-02,1.0541E-03
-3.118169373E-02,7.906E-04
-3.118169123E-02,1.3177E-03
-3.118168873E-02,2.3718E-03
-3.118168623E-02,3.6895E-03
-3.118168373E-02,5.7978E-03
-3.118168123E-02,8.1696E-03
-3.118167873E-02,1.08050E-02
-3.118167623E-02,1.39674E-02
-3.118167373E-02,1.58122E-02
-3.118167123E-02,1.71299E-02
-3.118166873E-02,1.76569E-02
-3.118166623E-02,1.73934E-02
-3.118166373E-02,1.55486E-02
-3.118166123E-02,1.29133E-02
-3.118165873E-02,1.02779E-02
-3.118165623E-02,6.5884E-03
-3.118165373E-02,2.8989E-03
-3.118165123E-02,-5.271E-04
-3.118164873E-02,-4.2166E-03
-3.118164623E-02,-7.6426E-03
-3.118164373E-02,-1.02779E-02
-3.118164123E-02,-1.21227E-02
-3.118163873E-02,-1.37039E-02
-3.118163623E-02,-1.47580E-02
-3.118163373E-02,-1.47580E-02
-3.118163123E-02,-1.50216E-02
-3.118162873E-02,-1.52851E-02
-3.118162623E-02,-1.55486E-02
-3.118162373E-02,-1.63393E-02
-3.118162123E-02,-1.68663E-02
-3.118161873E-02,-1.68663E-02
-3.118161623E-02,-1.79205E-02
-3.118161373E-02,-1.89746E-02
-3.118161123E-02,-1.92382E-02
-3.118160873E-02,-2.02923E-02
-3.118160623E-02,-2.05558E-02
-3.118160373E-02,-2.05558E-02
-3.118160123E-02,-2.08194E-02
-3.118159873E-02,-2.00288E-02
-3.118159623E-02,-1.95017E-02
-3.118159373E-02,-1.89746E-02
-3.118159123E-02,-1.84475E-02
-3.118158873E-02,-1.81840E-02
-3.118158623E-02,-1.79205E-02
-3.118158373E-02,-1.76569E-02
-3.118158123E-02,-1.76569E-02
-3.118157873E-02,-1.89746E-02
-3.118157623E-02,-1.95017E-02
-3.118157373E-02,-2.10829E-02
-3.118157123E-02,-2.26641E-02
-3.118156873E-02,-2.39818E-02
-3.118156623E-02,-2.58266E-02
-3.118156373E-02,-2.79349E-02
-3.118156123E-02,-2.89890E-02
-3.118155873E-02,-2.97796E-02
-3.118155623E-02,-3.08338E-02
-3.118155373E-02,-3.08338E-02
-3.118155123E-02,-3.00431E-02
-3.118154873E-02,-2.89890E-02
-3.118154623E-02,-2.74078E-02
-3.118154373E-02,-2.50360E-02
-3.118154123E-02,-2.21371E-02
-3.118153873E-02,-1.97652E-02
-3.118153623E-02,-1.66028E-02
-3.118153373E-02,-1.29133E-02
-3.118153123E-02,-1.00144E-02
-3.118152873E-02,-6.8519E-03
-3.118152623E-02,-5.0072E-03
-3.118152373E-02,-4.2166E-03
-3.118152123E-02,-4.2166E-03
-3.118151873E-02,-5.0072E-03
-3.118151623E-02,-6.8519E-03
-3.118151373E-02,-1.00144E-02
-3.118151123E-02,-1.29133E-02
-3.118150873E-02,-1.63393E-02
-3.118150623E-02,-2.02923E-02
-3.118150373E-02,-2.42453E-02
-3.118150123E-02,-2.68807E-02
-3.118149873E-02,-2.84619E-02
-3.118149623E-02,-2.87255E-02
-3.118149373E-02,-2.79349E-02
-3.118149123E-02,-2.63536E-02
-3.118148873E-02,-2.26641E-02
-3.118148623E-02,-1.76569E-02
-3.118148373E-02,-1.23862E-02
-3.118148123E-02,-6.5884E-03
-3.118147873E-02,-1.0541E-03
-3.118147623E-02,4.7437E-03
-3.118147373E-02,1.00144E-02
-3.118147123E-02,1.39674E-02
-3.118146873E-02,1.71299E-02
-3.118146623E-02,1.92382E-02
-3.118146373E-02,2.02923E-02
-3.118146123E-02,2.13464E-02
-3.118145873E-02,2.16100E-02
-3.118145623E-02,2.13464E-02
-3.118145373E-02,2.16100E-02
-3.118145123E-02,2.18735E-02
-3.118144873E-02,2.24006E-02
-3.118144623E-02,2.34547E-02
-3.118144373E-02,2.45089E-02
-3.118144123E-02,2.50360E-02
-3.118143873E-02,2.52995E-02
-3.118143623E-02,2.47724E-02
-3.118143373E-02,2.34547E-02
-3.118143123E-02,1.97652E-02
-3.118142873E-02,1.58122E-02
-3.118142623E-02,1.00144E-02
-3.118142373E-02,3.1624E-03
-3.118142123E-02,-5.0072E-03
-3.118141873E-02,-1.39674E-02
-3.118141623E-02,-2.26641E-02
-3.118141373E-02,-3.10973E-02
-3.118141123E-02,-3.90034E-02
-3.118140873E-02,-4.55918E-02
-3.118140623E-02,-5.05990E-02
-3.118140373E-02,-5.32343E-02
-3.118140123E-02,-5.48156E-02
-3.118139873E-02,-5.40250E-02
-3.118139623E-02,-5.16531E-02
-3.118139373E-02,-4.82272E-02
-3.118139123E-02,-4.45376E-02
-3.118138873E-02,-3.97940E-02
-3.118138623E-02,-3.58409E-02
-3.118138373E-02,-3.21514E-02
-3.118138123E-02,-2.87255E-02
-3.118137873E-02,-2.63536E-02
-3.118137623E-02,-2.45089E-02
-3.118137373E-02,-2.31912E-02
-3.118137123E-02,-2.31912E-02
-3.118136873E-02,-2.26641E-02
-3.118136623E-02,-2.21371E-02
-3.118136373E-02,-2.13464E-02
-3.118136123E-02,-2.00288E-02
-3.118135873E-02,-1.81840E-02
-3.118135623E-02,-1.60757E-02
-3.118135373E-02,-1.34404E-02
-3.118135123E-02,-1.02779E-02
-3.118134873E-02,-7.1155E-03
-3.118134623E-02,-3.9530E-03
-3.118134373E-02,-1.3177E-03
-3.118134123E-02,2.635E-04
-3.118133873E-02,1.5812E-03
-3.118133623E-02,1.0541E-03
-3.118133373E-02,2.635E-04
-3.118133123E-02,-2.3718E-03
-3.118132873E-02,-4.4801E-03
-3.118132623E-02,-7.9061E-03
-3.118132373E-02,-1.15956E-02
-3.118132123E-02,-1.42310E-02
-3.118131873E-02,-1.76569E-02
-3.118131623E-02,-1.97652E-02
-3.118131373E-02,-2.18735E-02
-3.118131123E-02,-2.24006E-02
-3.118130873E-02,-2.29277E-02
-3.118130623E-02,-2.24006E-02
-3.118130373E-02,-2.13464E-02
-3.118130123E-02,-2.02923E-02
-3.118129873E-02,-1.84475E-02
-3.118129623E-02,-1.71299E-02
-3.118129373E-02,-1.55486E-02
-3.118129123E-02,-1.42310E-02
-3.118128873E-02,-1.26497E-02
-3.118128623E-02,-1.18591E-02
-3.118128373E-02,-1.08050E-02
-3.118128123E-02,-9.4873E-03
-3.118127873E-02,-8.6967E-03
-3.118127623E-02,-7.1155E-03
-3.118127373E-02,-5.2707E-03
-3.118127123E-02,-3.6895E-03
-3.118126873E-02,-1.8448E-03
-3.118126623E-02,2.635E-04
-3.118126373E-02,2.3718E-03
-3.118126123E-02,3.6895E-03
-3.118125873E-02,4.4801E-03
-3.118125623E-02,5.0072E-03
-3.118125373E-02,3.9530E-03
-3.118125123E-02,2.6354E-03
-3.118124873E-02,0.0E+00
-3.118124623E-02,-3.4260E-03
-3.118124373E-02,-7.3790E-03
-3.118124123E-02,-1.18591E-02
-3.118123873E-02,-1.63393E-02
-3.118123623E-02,-2.08194E-02
-3.118123373E-02,-2.47724E-02
-3.118123123E-02,-2.76713E-02
-3.118122873E-02,-3.00431E-02
-3.118122623E-02,-3.05702E-02
-3.118122373E-02,-3.05702E-02
-3.118122123E-02,-2.89890E-02
-3.118121873E-02,-2.60901E-02
-3.118121623E-02,-2.21371E-02
-3.118121373E-02,-1.73934E-02
-3.118121123E-02,-1.26497E-02
-3.118120873E-02,-7.3790E-03
-3.118120623E-02,-2.6354E-03
-3.118120373E-02,1.5812E-03
-3.118120123E-02,5.0072E-03
-3.118119873E-02,7.6426E-03
-3.118119623E-02,9.4873E-03
-3.118119373E-02,1.00144E-02
-3.118119123E-02,9.7508E-03
-3.118118873E-02,8.4332E-03
-3.118118623E-02,6.5884E-03
-3.118118373E-02,4.2166E-03
-3.118118123E-02,1.5812E-03
-3.118117873E-02,-1.8448E-03
-3.118117623E-02,-3.9530E-03
-3.118117373E-02,-7.1155E-03
-3.118117123E-02,-9.4873E-03
-3.118116873E-02,-1.13321E-02
-3.118116623E-02,-1.21227E-02
-3.118116373E-02,-1.29133E-02
-3.118116123E-02,-1.26497E-02
-3.118115873E-02,-1.21227E-02
-3.118115623E-02,-1.05415E-02
-3.118115373E-02,-8.9602E-03
-3.118115123E-02,-7.1155E-03
-3.118114873E-02,-5.5343E-03
-3.118114623E-02,-3.1624E-03
-3.118114373E-02,-1.0541E-03
-3.118114123E-02,-5.271E-04
-3.118113873E-02,1.0541E-03
-3.118113623E-02,1.3177E-03
-3.118113373E-02,1.3177E-03
-3.118113123E-02,1.0541E-03
-3.118112873E-02,0.0E+00
-3.118112623E-02,-1.0541E-03
-3.118112373E-02,-2.6354E-03
-3.118112123E-02,-4.2166E-03
-3.118111873E-02,-5.7978E-03
-3.118111623E-02,-7.1155E-03
-3.118111373E-02,-8.4332E-03
-3.118111123E-02,-9.2238E-03
-3.118110873E-02,-9.2238E-03
-3.118110623E-02,-9.7508E-03
-3.118110373E-02,-9.2238E-03
-3.118110123E-02,-9.4873E-03
-3.118109873E-02,-1.02779E-02
-3.118109623E-02,-1.02779E-02
-3.118109373E-02,-1.05415E-02
-3.118109123E-02,-1.15956E-02
-3.118108873E-02,-1.29133E-02
-3.118108623E-02,-1.47580E-02
-3.118108373E-02,-1.68663E-02
-3.118108123E-02,-1.97652E-02
-3.118107873E-02,-2.18735E-02
-3.118107623E-02,-2.39818E-02
-3.118107373E-02,-2.58266E-02
-3.118107123E-02,-2.71442E-02
-3.118106873E-02,-2.71442E-02
-3.118106623E-02,-2.71442E-02
-3.118106373E-02,-2.55630E-02
-3.118106123E-02,-2.34547E-02
-3.118105873E-02,-2.10829E-02
-3.118105623E-02,-1.71299E-02
-3.118105373E-02,-1.42310E-02
-3.118105123E-02,-1.08050E-02
-3.118104873E-02,-7.9061E-03
-3.118104623E-02,-5.2707E-03
-3.118104373E-02,-3.1624E-03
-3.118104123E-02,-2.1083E-03
-3.118103873E-02,-1.8448E-03
-3.118103623E-02,-2.6354E-03
-3.118103373E-02,-3.4260E-03
-3.118103123E-02,-5.0072E-03
-3.118102873E-02,-6.8519E-03
-3.118102623E-02,-9.4873E-03
-3.118102373E-02,-1.05415E-02
-3.118102123E-02,-1.21227E-02
-3.118101873E-02,-1.29133E-02
-3.118101623E-02,-1.29133E-02
-3.118101373E-02,-1.18591E-02
-3.118101123E-02,-1.00144E-02
-3.118100873E-02,-7.6426E-03
-3.118100623E-02,-4.7437E-03
-3.118100373E-02,-5.271E-04
-3.118100123E-02,2.8989E-03
-3.118099873E-02,5.7978E-03
-3.118099623E-02,9.2238E-03
-3.118099373E-02,1.13321E-02
-3.118099123E-02,1.37039E-02
-3.118098873E-02,1.39674E-02
-3.118098623E-02,1.29133E-02
-3.118098373E-02,1.10685E-02
-3.118098123E-02,7.9061E-03
-3.118097873E-02,3.9530E-03
-3.118097623E-02,-2.635E-04
-3.118097373E-02,-5.5343E-03
-3.118097123E-02,-1.08050E-02
-3.118096873E-02,-1.60757E-02
-3.118096623E-02,-2.05558E-02
-3.118096373E-02,-2.45089E-02
-3.118096123E-02,-2.68807E-02
-3.118095873E-02,-2.87255E-02
-3.118095623E-02,-2.92525E-02
-3.118095373E-02,-2.89890E-02
-3.118095123E-02,-2.74078E-02
-3.118094873E-02,-2.55630E-02
-3.118094623E-02,-2.37183E-02
-3.118094373E-02,-2.13464E-02
-3.118094123E-02,-1.89746E-02
-3.118093873E-02,-1.81840E-02
-3.118093623E-02,-1.73934E-02
-3.118093373E-02,-1.66028E-02
-3.118093123E-02,-1.73934E-02
-3.118092873E-02,-1.79205E-02
-3.118092623E-02,-1.84475E-02
-3.118092373E-02,-1.95017E-02
-3.118092123E-02,-2.00288E-02
-3.118091873E-02,-1.87111E-02
-3.118091623E-02,-1.71299E-02
-3.118091373E-02,-1.47580E-02
-3.118091123E-02,-1.13321E-02
-3.118090873E-02,-7.1155E-03
-3.118090623E-02,-1.5812E-03
-3.118090373E-02,3.9530E-03
-3.118090123E-02,9.2238E-03
-3.118089873E-02,1.42310E-02
-3.118089623E-02,1.84475E-02
-3.118089373E-02,2.13464E-02
-3.118089123E-02,2.26641E-02
-3.118088873E-02,2.18735E-02
-3.118088623E-02,2.00288E-02
-3.118088373E-02,1.66028E-02
-3.118088123E-02,1.13321E-02
-3.118087873E-02,5.5343E-03
-3.118087623E-02,-1.0541E-03
-3.118087373E-02,-8.4332E-03
-3.118087123E-02,-1.47580E-02
-3.118086873E-02,-2.08194E-02
-3.118086623E-02,-2.60901E-02
-3.118086373E-02,-3.08338E-02
-3.118086123E-02,-3.42597E-02
-3.118085873E-02,-3.66316E-02
-3.118085623E-02,-3.74222E-02
-3.118085373E-02,-3.76857E-02
-3.118085123E-02,-3.61045E-02
-3.118084873E-02,-3.42597E-02
-3.118084623E-02,-3.10973E-02
-3.118084373E-02,-2.79349E-02
-3.118084123E-02,-2.34547E-02
-3.118083873E-02,-1.92382E-02
-3.118083623E-02,-1.31768E-02
-3.118083373E-02,-8.1696E-03
-3.118083123E-02,-2.1083E-03
-3.118082873E-02,3.6895E-03
-3.118082623E-02,9.4873E-03
-3.118082373E-02,1.44945E-02
-3.118082123E-02,1.87111E-02
-3.118081873E-02,2.21371E-02
-3.118081623E-02,2.37183E-02
-3.118081373E-02,2.37183E-02
-3.118081123E-02,2.29277E-02
-3.118080873E-02,1.95017E-02
-3.118080623E-02,1.52851E-02
-3.118080373E-02,1.00144E-02
-3.118080123E-02,3.6895E-03
-3.118079873E-02,-2.3718E-03
-3.118079623E-02,-8.4332E-03
-3.118079373E-02,-1.34404E-02
-3.118079123E-02,-1.73934E-02
-3.118078873E-02,-1.97652E-02
-3.118078623E-02,-2.00288E-02
-3.118078373E-02,-1.84475E-02
-3.118078123E-02,-1.52851E-02
-3.118077873E-02,-1.08050E-02
-3.118077623E-02,-5.5343E-03
-3.118077373E-02,2.635E-04
-3.118077123E-02,5.7978E-03
-3.118076873E-02,1.10685E-02
-3.118076623E-02,1.52851E-02
-3.118076373E-02,1.81840E-02
-3.118076123E-02,1.87111E-02
-3.118075873E-02,1.76569E-02
-3.118075623E-02,1.55486E-02
-3.118075373E-02,1.15956E-02
-3.118075123E-02,6.3249E-03
-3.118074873E-02,1.0541E-03
-3.118074623E-02,-4.4801E-03
-3.118074373E-02,-1.02779E-02
-3.118074123E-02,-1.55486E-02
-3.118073873E-02,-1.95017E-02
-3.118073623E-02,-2.26641E-02
-3.118073373E-02,-2.52995E-02
-3.118073123E-02,-2.60901E-02
-3.118072873E-02,-2.66172E-02
-3.118072623E-02,-2.66172E-02
-3.118072373E-02,-2.60901E-02
-3.118072123E-02,-2.52995E-02
-3.118071873E-02,-2.45089E-02
-3.118071623E-02,-2.37183E-02
-3.118071373E-02,-2.29277E-02
-3.118071123E-02,-2.34547E-02
-3.118070873E-02,-2.26641E-02
-3.118070623E-02,-2.26641E-02
-3.118070373E-02,-2.29277E-02
-3.118070123E-02,-2.24006E-02
-3.118069873E-02,-2.16100E-02
-3.118069623E-02,-1.95017E-02
-3.118069373E-02,-1.73934E-02
-3.118069123E-02,-1.44945E-02
-3.118068873E-02,-1.02779E-02
-3.118068623E-02,-6.3249E-03
-3.118068373E-02,-1.3177E-03
-3.118068123E-02,3.4260E-03
-3.118067873E-02,8.4332E-03
